"Topic	Words	Probabilities",,,,,,,,,,,,,,,,,,
"Topic 92	('carbon'", 'treering', 'co2', 'forest', 'cambial', 'tree', 'rings', 'climate', 'growth'," 'npp')	(0.01857092433093373",0.018090436, 0.012337159899737778, 0.011476015700628797,0.009172377,0.007165451,0.007069661,0.006810001,0.006621199, 0.00616432550666151)
"Topic 93	('owls'", 'goshawk', 'owl', 'tawny', 'predation', 'breeding', 'vole', 'goshawks', 'petty'," 'barn')	(0.03721197982997045",0.03674022,0.035014155, 0.020365961652051227,0.019733908, 0.015145454252966376, 0.014985868522461579, 0.014387886770917265, 0.013218452167569276, 0.010845696494349829)
"Topic 94	('ebola'", 'lokou', 'virus', 'gorilla', 'outbreak', 'bats', 'romani', 'pteropus', 'nipah'," 'bat')	(0.033640188656725495",0.017674464,0.016950924, 0.014612966135234653, 0.013497782233939432, 0.012327571280114207,0.01230011, 0.010018097038450293,0.009663939, 0.009556992120887679)
"Topic 95	('elevation'", 'elevational', 'alpine', 'elevations', 'herbarium', 'trait', 'height', 'vegetative', 'viviparum'," 'ep')	(0.031057965694078763",0.029218499,0.016769491, 0.014499416366936971, 0.011212153262268675, 0.010948623353056708, 0.010899779924243262, 0.010817121265234717,0.009982376, 0.009827651572394715)
"Topic 96	('ant'", 'carton', 'ants', 'dejean', 'chaetothyriales', 'attina', 'crematogaster', 'cutting', 'hyphae'," 'nests')	(0.029212063010198352",0.022336245, 0.022116718894173076, 0.019102560854793248, 0.014460944973881099, 0.014154123368249245, 0.014041712895243441, 0.013217529521247082, 0.013203311746766394, 0.012696115680334167)
"Topic 97	('hmms'", 'hmm', 'state', 'occupancy', 'xt', 'hidden', 'markov', 'states', 'observation'," 'mackenzie')	(0.029382823920299627",0.024428006, 0.018797790099708913, 0.014710505364539888, 0.012528044949575278, 0.012446446599205753, 0.011426053476972169,0.009646867,0.009023677, 0.007876373701244863)
"Topic 98	('forecast'", 'horizons', 'predictability', 'prociency', 'predictions', 'horizon', 'prediction', 'forecasting', 'uncertainty'," 'predictive')	(0.04325478635245248", 0.017716333368685184,0.016866083, 0.016714064342427642, 0.014866249013031862, 0.014273566780177516, 0.012370003266326781, 0.010092022342554345,0.009069956, 0.00880257999011764)
"Topic 99	('butterflies'", 'mimicry', 'butterfly', 'heliconiini', 'willmott', 'cgs', 'elias', 'nymphalidae', 'cg'," 'mimetic')	(0.02257875946827646", 0.013504345016802987, 0.012922169620126624,0.012386543, 0.011880694847302744,0.011215537,0.010589875, 0.010012507085922228,0.009243206, 0.009170995864065194)
"Topic 100	('subcatchments'", 'd15nno3', 'signature', 'stream', 'subcatchment', 'no3n', 'subwatersheds', 'catchment', 'concentrations'," 'd15n')	(0.020881489388148128", 0.020516164000660714, 0.019308660699457192, 0.018594742990455337, 0.018592974755322636, 0.017562219712763578, 0.015437451819487585, 0.013857425052713037,0.013540508, 0.01293920234991956)
"Topic 101	('kaw'", 'fruit', 'fruiting', 'montagne', 'fruits', 'seed', 'gautierhion', 'forget', 'myristicaceae'," 'monkeys')	(0.017417716252507303",0.016456088, 0.016159768296764358, 0.015024270621517953,0.014948322, 0.014368833504926298, 0.014208668232234664, 0.013208294687645885,0.012666035, 0.012616287570528345)
"Topic 102	('hal'", 'documents', 'ou', 'recherche', 'marine', 'de', 'archive', 'france', 'des'," 'research')	(0.011809246815810723", 0.011795191700293984, 0.010995552578420002,0.009929483,0.009740309,0.009629668,0.009060302,0.009015805,0.008995785, 0.007708920949512033)
"Topic 103	('mimicry'", 'colour', 'conspicuousness', 'phenotype', 'ancestral', 'derived', 'ring', 'pattern', 'defended'," 'phenotypes')	(0.04249526611294746", 0.032945030836952376, 0.029216688185274124, 0.018688791097505517, 0.017642059306195404, 0.016866551005270205, 0.015977637489046622, 0.015335380175813316, 0.015115895292139211, 0.014827514768246657)
"Topic 104	('virulent'", 'avirulent', 'pallida', 'virulence', 'nematode', 'potato', 'nematodes', 'cyst', 'incognita'," 'globodera')	(0.02928983798060254", 0.027991559849215263, 0.025731481491828932, 0.021096408229840154,0.020735238, 0.017165300607482583,0.01693577, 0.016658177040939717,0.014994604, 0.011740337729602805)
"Topic 105	('cumming'", 'biggs', 'pas', 'resilience', 'multiscale', 'mathevet', 'maciejewski', 'socioalecological', 'nenadovic'," 'schoon')	(0.050267958147175724",0.038417406,0.037552595, 0.036610957275945766, 0.030135672837174006, 0.024366067839802417, 0.021940699044054816, 0.021598101748440828,0.021490482, 0.021437748887013292)
"Topic 106	('eciency'", 'conversion', 'web', 'allho', 'food', 'webs', 'ij', 'logbody', 'drossel'," 'predation')	(0.026966604160488416", 0.020183860428657947, 0.016868684072031483,0.016797293, 0.016288087974869594, 0.014805073174255178, 0.014462455098465358, 0.014443723810550391, 0.014435297166353606, 0.014385209463367837)
"Topic 107	('foraminifera'", 'h19', 'h17', 'diatoms', 'h18', 'ammonia', 'sp', 'foraminiferal', 'schweizer'," 'diatom')	(0.032094076890311",0.02791082, 0.025522426166175734,0.024819853,0.023527685,0.023456539, 0.021507309820187826,0.019541429, 0.019285503965813567, 0.01911555412839043)
"Topic 108	('immune'", 'immunity', 'haptoglobin', 'haemagglutination', 'roe', 'troisfontaines', 'age', 'titre', 'deer'," 'chiz')	(0.03388062386283705", 0.022306736050894376,0.018135828,0.016592033, 0.012286522881025616,0.011593073, 0.010979503255637593, 0.010407674532514911, 0.010051555131273482, 0.009743695951092684)
"Topic 109	('perturbations'", 'perturbation', 'si', 'v1i', 'eigenvector', 'perturbed', 'sensitivities', 'jacobian', 'ni'," 'variability')	(0.035353757768081834",0.029166873, 0.028476698846577803,0.016558485, 0.015610239294803473,0.013243814, 0.011715113131724367, 0.011210282813961867, 0.011114009663283698, 0.010851472228893216)
"Topic 110	('fire'", 'serotiny', 'exposure', 'pausas', 'exposures', 'nnf', 'golestan', 'diversity', 'snf'," 'taxonomic')	(0.06628672986430999", 0.026185000869386493, 0.016249005295512695, 0.012230324772294836, 0.011208812525483839, 0.010488467869970694,0.009576427,0.008668252,0.008303514, 0.008095293635577525)
"Topic 111	('bass'", 'wem', 'sea', 'wm', 'ao', 'hybrid', 'labrax', 'dicentrarchus', 'nat'," 'gil')	(0.027301803904364937", 0.019404036179099103, 0.015977089592140954, 0.013273901198788044,0.009644253,0.009313982,0.008766641,0.008405255,0.008327355, 0.00832010323363668)
"Topic 112	('fatouros'", 'eggkilling', 'omnivorous', 'pygmaeus', 'egg', 'hilker', 'defense', 'defenses', 'feeding'," 'plants')	(0.020439085377616014", 0.019948589547531745,0.01579076, 0.015687144894037292, 0.015354748813797862, 0.014118430404633564, 0.012069391027144579, 0.010679497280005121, 0.010574214946577443, 0.009554339949253435)
"Topic 113	('b0'", 'zi', 'd0', 'm1', 'm2', 'dy', 'exp', 'dwdy', 'inequality'," 'equation')	(0.02521885729421135",0.018682731, 0.018216435179864234, 0.016812880069988885, 0.015046257968513624,0.014071481,0.01371839, 0.013666813794589991, 0.013632249916778097, 0.01354527189125443)
"Topic 114	('carex'", '01', 'compounds', 'dor', 'sesquiterpenes', 'compound', 'monoterpenes', 'terpene', 'terpenes'," 'qui')	(0.01999202522485594", 0.013693293964686914,0.011113459, 0.010472685257247795,0.00965059,0.009160885,0.008815379,0.008534127,0.007630413, 0.007528629802300282)
"Topic 115	('subsidies'", 'protist', 'upstream', 'bacteria', 'downstream', 'gounand', 'heterotroph', 'autotroph', 'connected'," 'crossecosystem')	(0.020308426502734612", 0.019245408527044875, 0.017043569891992606,0.016826688, 0.014378135658014863, 0.012694547492359183, 0.012599396644378431, 0.012203436752910041, 0.011850788705084457, 0.011802429154454768)
"Topic 116	('distancedecay'", 'poisson', 'cluster', 'aggregation', 'korup', 'similarity', 'yasuni', 'plotkin', 'process'," 'decay')	(0.03224723192515862",0.022020326, 0.019007386050659547, 0.018112803492127304, 0.015040768356666713, 0.014151173572947142, 0.012962510847011183, 0.012569836723126485, 0.011831200486679806, 0.01161716582384622)
"Topic 117	('uptake'", 'nh4', '15n', 'no3', 'microbial', 'soil', 'retention', 'nitrogen', 'glacier'," 'root')	(0.03695762846745551",0.02335203, 0.019316670220020992,0.018840402, 0.016836316975725775, 0.016183120493459848, 0.016145994829652198, 0.014181837821295907, 0.013694218141177371, 0.008813602529111059)
"Topic 118	('cancer'", 'parasite', 'infectious', 'dujon', 'disease', 'diseases', 'risk', 'mortality', 'vincze'," 'hygiene')	(0.0444798718105189", 0.012269698881755503, 0.011852736955371595, 0.010749417526418899,0.009806334,0.009032783,0.008252393,0.008246469,0.008202257, 0.007920310565721062)
"Topic 119	('transferability'", 'sdm', 'sdms', 'niche', 'introduced', 'native', 'guisan', 'ias', 'petitpierre'," 'liu')	(0.03668413693570292", 0.024365927216116256, 0.021916273138132797,0.020700059, 0.013418913988724841, 0.011523896656226105, 0.011289598422309121, 0.011097861315117424,0.010515263, 0.010345349226001752)
"Topic 120	('guarana'", 'satermaw', 'waran', 'ilk', 'knowledge', 'congretel', 'pinton', 'indigenous', 'actors'," 'protocol')	(0.03321106344587995",0.031126019, 0.025580867780501983,0.023017817, 0.019203088759696882, 0.012955224404740659, 0.012943456819113283, 0.011886175198968335, 0.011282986055121517, 0.009764807954585083)
"Topic 121	('001'", '02', '04', '01', '003', '002', 'bs', '03', 'ns'," '00')	(0.029075119358318413", 0.026591594087032225, 0.025187266445603807,0.021174142, 0.020519184116931977, 0.018985739984699865, 0.016180050696193896, 0.015387496855829803, 0.014373876240250359, 0.01356904846139359)
"Topic 122	('riparian'", 'sub', 'dg', 'saharan', 'togo', 'forests', 'floristic', 'forest', 'refugia'," 'refuges')	(0.02432610336261456", 0.017924735931211543, 0.017732613803871575,0.017514119, 0.015670084430420485, 0.015059685787522951, 0.013497000094362816, 0.013454815117549306, 0.013349263990113559, 0.012783468428533961)
"Topic 123	('rabbit'", 'rabbits', 'australia', 'removal', 'dingo', 'australian', 'lurgi', 'invasive', 'arid'," 'cooke')	(0.05952208695025176",0.023746951, 0.019134295158673244, 0.013836152125442052, 0.010733281928737645,0.010647649, 0.010640565497037863,0.009582753,0.009125446, 0.008132722474127966)
"Topic 124	('islands'", 'island', 'speciation', 'ibt', 'equilibrium', 'macarthur', 'biogeography', 'wilson', 'assembly'," 'isolation')	(0.024772258483090455", 0.020310909826245362, 0.011614584520541033, 0.011143948452357465, 0.010296362964082111, 0.010108890581624083,0.009764482,0.009405733,0.008374258, 0.007820679739073872)
"Topic 125	('dd'", 'extinction', 'exppdloss', 'pdloss', 'status', 'threat', 'hedge', 'imputation', 'primates'," 'originality')	(0.04117617135481352",0.026176838, 0.017408012926163847, 0.016306709257311088,0.015962135,0.015712688, 0.014264221668719228,0.01413868, 0.013686500213655828, 0.013306315483914456)
"Topic 126	('eca'", 'resourceratio', 'theory', 'aca', 'competition', 'resource', 'elevated', 'co2', 'ali'," 'npp')	(0.034459334530184085", 0.014348978001686115, 0.013909025902010534,0.012949422, 0.012934947731942145, 0.011706911443961415, 0.010309188600824701, 0.010085832050837896,0.0096439, 0.009610564490360596)
"Topic 127	('larus'", 'siviter', 'garthe', 'urlacher', 'silva', 'pixels', 'van', 'al', '2012'," 'et')	(0.012303561031525943",0.006961884,0.006908983,0.006689531,0.006155792,0.005405661,0.004995834,0.004768151,0.004609373, 0.004590386204201677)
"Topic 128	('habitat'", 'fragments', 'relevs', 'islands', 'criteria', 'amount', 'landscapes', 'isolation', 'continuous'," 'richness')	(0.016081451444413607",0.015835339,0.009833306,0.009578171,0.009088864,0.007470936,0.007229533,0.007223662,0.006964783, 0.006625035394200501)
"Topic 129	('pollen'", 'owers', 'loads', 'stigma', 'patch', 'hermaphrodites', 'conspecic', 'emasculated', 'ferrugineum'," 'limitation')	(0.05605311399962904",0.031467662, 0.021982899197980774, 0.020993336459820502, 0.018842956378400052,0.018197628,0.018149793,0.015821562, 0.014976437176515854, 0.01428127050088272)
"Topic 130	('gut'", 'microbiota', 'larvae', 'larval', 'fritillary', 'glanville', 'antibiotictreated', 'antibiotic', 'butterfly'," 'bacterial')	(0.03274223930044242", 0.027205730430945742, 0.022196386180492047, 0.020468636272589574, 0.015085557330774211, 0.015043965338550106, 0.014444002313009548, 0.013486568713448189, 0.012422144663456793, 0.011396561087229008)
"Topic 131	('consumer'", 'thermal', 'energetic', 'temperatures', 'mismatches', 'ingestion', 'desmodesmus', 'resource', 'reinhardtii'," 'parameterisations')	(0.029824689066998627", 0.027182838756042743, 0.026091035144247165, 0.014015667871293411, 0.013672403605128673,0.012803464, 0.012606050786076881, 0.012434009916378575, 0.012327352549954661, 0.011483599257026285)
"Topic 132	('gorillas'", 'gorilla', 'silverbacks', 'females', 'robbins', 'female', 'silverback', 'groups', 'group'," 'masi')	(0.03497870273658637", 0.029194558028244385,0.019547233, 0.017558304489513475,0.016736386, 0.016089325024349083, 0.014967485771429078,0.01470304, 0.013260003401265914, 0.012481405505030265)
"Topic 133	('nutrient'", 'cycling', 'mineral', 'recycling', 'recycled', 'food', 'producers', 'nutrients', 'cv'," 'input')	(0.04961808942244187",0.036129514, 0.030860278757159257,0.027369872, 0.025677823985856142, 0.025039814883348527, 0.023034564129491415, 0.022060345873043227,0.021340087, 0.019837926731694655)
"Topic 134	('foraging'", 'weimerskirch', 'gha', 'albatrosses', 'albatross', 'lmsa', 'wa', 'marion', 'eddy'," 'eke')	(0.024180013462372828", 0.019601015856903468,0.016872815,0.016533617, 0.014150881334422116, 0.011758087162192739, 0.011565164352053342,0.011196308, 0.011176123564932933, 0.010215458125353601)
"Topic 135	('nosy'", 'outer', '052008', 'pomacentridae', 'slope', 'pol02', 'madagascar', '032006', 'labridae'," 'polynesia')	(0.07981352009850451",0.078201049,0.052801447,0.051179806,0.04955718,0.042470124,0.03990904,0.039277542,0.038946518, 0.0337122689610337)
"Topic 136	('harbour'", 'seal', 'seals', 'grey', 'isotopic', 'flatfish', 'scats', 'scat', 'whisker'," 'bds')	(0.054440624790179595", 0.047753508068329044,0.044118236,0.037192434,0.02862831,0.023328779,0.02245074, 0.012950502669180786, 0.012950502669180786, 0.01242676140245306)
"Topic 137	('crop'", 'seminatural', 'animaldependent', 'pollination', 'pollinators', 'production', 'yield', 'lpp', 'crops'," 'stability')	(0.05502169411659437",0.037484562, 0.027688280778904603, 0.025930635007375767, 0.025745829698729236, 0.022922888544131235,0.019378845, 0.018691840874125988, 0.018027615693427795, 0.01501813326993308)
"Topic 138	('connectivity'", 'woodland', 'woodlands', 'besjournalsonlinelibrarywileycomdoi1011111365274514079', 'patches', '02022023', 'iic', 'landscape', 'downward'," 'experiencing')	(0.028780880659645607", 0.017612829209069418, 0.011772087760169638, 0.010433185506420377, 0.010228242341190002, 0.010040259060446756,0.009972022,0.009965416,0.009283146, 0.00866102767894358)
"Topic 139	('challenged'", 'tack', 'insect', 'fernandezconradi', '101002ecy2044', 'preference', 'herbivores', '311', 'robin'," 'fungi')	(0.04395037226631472",0.036194067,0.032424587,0.032109309,0.032056765,0.029814751, 0.029389128109230358, 0.026320739721830105, 0.026304105880074875, 0.026110656570868022)
"Topic 140	('tabaci'", 'bemisia', 'whitefly', 'aleyrodidae', 'arsenophonus', 'cassava', 'med', 'ssa1', 'biotypes'," 'burkina')	(0.06303357802477905", 0.047563161246948864, 0.030453948659602076, 0.022651191046761367,0.022563788, 0.019333009433633155,0.017019792,0.016713092,0.015240414, 0.014375827527573371)
"Topic 141	('dental'", 'mmc', 'pmm', 'hlusko', 'tooth', 'teeth', 'postcanine', 'dentition', 'monson'," 'mammals')	(0.044389443747787596",0.033190399, 0.029740874906546373, 0.020048274578016688,0.018977945,0.016459569, 0.016159697257830816,0.014713273, 0.013588710297759422, 0.01351500754485552)
"Topic 142	('spider'", 'bassiana', 'urticae', 'brunneum', 'mites', 'tetranychus', 'mite', 'zl', 'wolbachia'," 'infection')	(0.03303822498732564",0.031983225, 0.027512436081953105,0.025752982,0.023796923, 0.023667497753093552, 0.023207279446509056,0.022971188, 0.022366227527944774, 0.018979323275456816)
"Topic 143	('dispersal'", 'cells', 'nondispersing', 'plasticity', 'fitness', 'dispersing', 'cell', 'tgp', 'trial'," 'jacob')	(0.02914001403735106", 0.024118790279117237, 0.023569861737469035, 0.023004555882261347,0.022048905, 0.021677222973083884, 0.016745460680386657, 0.016585889832245508, 0.014411622722662464, 0.013459804250529039)
"Topic 144	('diapause'", 'aphid', 'cereal', 'parasitoid', 'avenae', 'mummies', 'ervi', 'aphids', 'aphidius'," 'parasitoids')	(0.03832836929138525", 0.024904507597875988, 0.022942515738529446, 0.022536604698965484, 0.021185159146197077, 0.019088282988711243, 0.018538237780822957, 0.017199734548573285, 0.016593959810830086, 0.016212145652759854)
"Topic 145	('morph'", 'omd', 'qg', 'oligomorphic', 'eco', 'dynamics', 'approximation', 'zi', 'morphs'," 'trait')	(0.041866898131756855",0.025472131, 0.020412996233685952,0.015774205, 0.013549494434183273, 0.012143305203289241, 0.010695947141408129, 0.010035934585339551,0.00942159, 0.0090816131845303)
"Topic 146	('leaf'", 'traits', 'tlp', 'waterstressed', '101111oik04156', 'oddoumuratorio', 'davi', 'rozenberg', 'lma'," 'covary')	(0.017246367256953034",0.01292677, 0.012897833529568177, 0.010454147975189836,0.010379861,0.009809187,0.009588337,0.009211065,0.009172706, 0.009117309677795195)
